date,temperature,wind_speed,rainfall,pressure
2016-06-02,31.4,7.6,2.0,1003.6
2016-06-03,30.8,8.6,0.0,1004.2
2016-06-04,29.9,9.1,0.0,1005.0
2016-06-05,29.2,7.1,22.1,1005.3
2016-06-06,29.4,6.2,4.1,1004.6
2016-06-07,29.9,8.5,16.0,1004.0
2016-06-08,29.5,8.1,0.0,1001.8
2016-06-09,30.7,8.6,9.9,999.4
2016-06-10,32.5,7.8,0.0,999.1
2016-06-11,33.3,12.1,,998.3
2016-06-12,31.1,16.2,,999.4
2016-06-13,26.2,10.2,32.0,1000.6
2016-06-14,28.1,9.1,0.0,999.0
2016-06-15,30.5,9.2,0.0,998.4
2016-06-16,30.5,6.7,0.0,999.3
2016-06-17,29.5,7.9,0.3,1000.3
2016-06-18,29.6,10.8,5.1,1002.4
2016-06-19,30.7,13.3,6.1,1004.2
2016-06-20,30.3,14.4,1.0,1004.0
2016-06-21,31.1,14.9,0.0,1003.5
2016-06-22,31.7,15.1,,1003.9
2016-06-23,30.4,14.6,,1002.4
2016-06-24,31.6,12.5,,1001.9
2016-06-25,32.5,8.7,,1002.8
2016-06-26,30.9,8.8,,1002.1
2016-06-27,30.0,11.1,,1000.4
2016-06-28,31.2,12.4,,1001.3
2016-06-29,30.3,9.8,,1001.9
2016-06-30,30.6,9.2,,1000.0
2016-07-01,28.7,9.3,,997.7
2016-07-02,28.7,9.2,,996.6
2016-07-03,27.5,10.9,,996.7
2016-07-04,28.4,12.5,,997.8
2016-07-05,28.5,13.3,6.1,997.4
2016-07-06,30.1,10.4,1.0,997.7
2016-07-07,30.1,7.0,0.0,997.4
2016-07-08,29.1,10.5,18.0,996.5
2016-07-09,29.3,9.6,4.1,995.8
2016-07-10,28.9,10.3,8.9,995.8
2016-07-11,29.0,10.0,6.1,997.0
2016-07-12,28.4,10.5,29.0,999.3
2016-07-13,30.3,10.7,0.0,
2016-07-14,30.2,10.4,0.0,998.8
2016-07-15,28.3,9.5,0.5,999.2
2016-07-16,28.7,15.2,20.1,1002.5
2016-07-17,29.7,17.7,0.3,1005.2
2016-07-18,29.2,11.5,1.0,1003.5
2016-07-19,29.9,9.8,2.0,1001.6
2016-07-20,30.5,12.1,0.0,1001.6
2016-07-21,30.4,14.9,0.0,1002.3
2016-07-22,27.3,14.8,7.9,1003.4
2016-07-23,28.3,11.0,7.1,1004.3
2016-07-24,28.3,10.5,4.1,1004.8
2016-07-25,27.3,13.2,35.1,1005.5
2016-07-26,26.8,13.1,74.9,1007.0
2016-07-27,29.0,9.6,4.1,1006.6
2016-07-28,30.7,9.6,0.0,1004.2
2016-07-29,30.2,6.3,0.0,1002.7
2016-07-30,30.0,5.5,8.9,1002.1
2016-07-31,28.4,5.0,1.0,1000.8
2016-08-01,28.5,5.9,16.0,997.9
2016-08-02,27.8,12.5,23.1,995.6
2016-08-03,29.0,12.5,5.1,996.6
2016-08-04,28.6,13.4,8.9,996.7
2016-08-05,28.2,12.5,13.0,997.8
2016-08-06,27.4,10.9,26.9,999.2
2016-08-07,27.2,9.8,8.9,1000.9
2016-08-08,28.2,5.6,19.1,1000.0
2016-08-09,27.9,15.0,57.9,996.6
2016-08-10,26.3,15.4,23.1,996.6
2016-08-11,28.7,15.9,59.9,999.4
2016-08-12,30.3,12.7,3.0,1000.5
2016-08-13,31.2,10.9,0.3,1000.0
2016-08-14,30.6,8.1,0.0,998.6
2016-08-15,30.1,7.6,39.1,996.4
2016-08-16,29.6,11.5,0.0,
2016-08-17,26.9,19.4,11.9,991.0
2016-08-18,29.1,15.8,79.0,997.9
2016-08-19,29.9,8.0,6.1,1000.7
2016-08-20,31.4,7.2,0.0,1000.5
2016-08-21,27.2,12.6,2.0,1000.0
2016-08-22,26.8,10.8,64.0,1003.8
2016-08-23,29.3,7.4,6.1,
2016-08-24,29.3,3.0,1.0,
2016-08-25,29.7,6.9,14.0,
